"Variant SKU",Command,Handle,"Body HTML","Inventory Available:Home","Inventory Available:MD","Inventory Available:PS",Status,Tags,"Tags Command",Title,Type,"Variant Barcode","Variant Command","Variant Cost","Variant Inventory Policy","Variant Inventory Tracker","Variant Price",Vendor,"Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Image Src","Image Command","Variant Image",Metafield:custom.argyle_colour,Metafield:custom.certification,Metafield:custom.product_caratprice,Metafield:custom.product_rrp,Metafield:custom.specifications,Metafield:custom.stone_carat,Metafield:custom.stone_clarity,Metafield:custom.stone_colour,Metafield:custom.stone_measurement,Metafield:custom.stone_shape,Metafield:custom.table_specifications,"Variant Fullfilment Service"
SDS02811,,pear-green-australian-sapphire-sds02811,"An  Australian Pear cut green sapphire weighing 1.25ct and measures 7.50x5.50mm.",1,0.00,1.25,,"Loose-sapphire, Sapphire Dreams, Green, Pear, Loose sapphires, SDS, 1.00ct - 1.49ct",REPLACE,"Australian Sapphire Pear 1=1.25ct Green","Loose sapphires",SDS02811,MERGE,96.00,deny,shopify,192.00,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDS02811.jpg;https://samsgroup.info/pim-images/sds-box-cert-sml.jpg,REPLACE,https://samsgroup.info/pim-images/SDS02811.jpg,,YES,240.00,495.00,"Shape: Pear<br>Carat Weight: 1.25ct<br>Colour: Green<br>Measurement: 7.50x5.50mm<br>Certification: Sapphire Dreams Certificate No. 02811",1.25,,Green,7.50x5.50mm,Pear,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDS02812,,pear-green-australian-sapphire-sds02812,"An  Australian Pear cut green sapphire weighing 1.11ct and measures 7.50x5.50mm.",1,0.00,0.00,,"Loose-sapphire, Sapphire Dreams, Green, Pear, Loose sapphires, SDS, 1.00ct - 1.49ct",REPLACE,"Australian Sapphire Pear 1=1.11ct Green","Loose sapphires",SDS02812,MERGE,100.00,deny,shopify,200.00,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDS02812.jpg;https://samsgroup.info/pim-images/sds-box-cert-sml.jpg,REPLACE,https://samsgroup.info/pim-images/SDS02812.jpg,,YES,222.00,550.00,"Shape: Pear<br>Carat Weight: 1.11ct<br>Colour: Green<br>Measurement: 7.50x5.50mm<br>Certification: Sapphire Dreams Certificate No. 02812",1.11,,Green,7.50x5.50mm,Pear,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDS02815,,pear-green-australian-sapphire-sds02815,"An  Australian Pear cut green sapphire weighing 1.17ct and measures 7.50x5.50mm.",1,0.00,1.17,,"Loose-sapphire, Sapphire Dreams, Green, Pear, Loose sapphires, SDS, 1.00ct - 1.49ct",REPLACE,"Australian Sapphire Pear 1=1.17ct Green","Loose sapphires",SDS02815,MERGE,120.00,deny,shopify,240.00,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDS02815.jpg;https://samsgroup.info/pim-images/sds-box-cert-sml.jpg,REPLACE,https://samsgroup.info/pim-images/SDS02815.jpg,,YES,280.80,650.00,"Shape: Pear<br>Carat Weight: 1.17ct<br>Colour: Green<br>Measurement: 7.50x5.50mm<br>Certification: Sapphire Dreams Certificate No. 02815",1.17,,Green,7.50x5.50mm,Pear,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDS02816,,pear-green-australian-sapphire-sds02816,"An  Australian Pear cut green sapphire weighing 1.00ct and measures 7.50x5.50mm.",1,0.00,0.00,,"Loose-sapphire, Sapphire Dreams, Green, Pear, Loose sapphires, SDS, 1.00ct - 1.49ct",REPLACE,"Australian Sapphire Pear 1=1.00ct Green","Loose sapphires",SDS02816,MERGE,96.00,deny,shopify,192.00,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDS02816.jpg;https://samsgroup.info/pim-images/sds-box-cert-sml.jpg,REPLACE,https://samsgroup.info/pim-images/SDS02816.jpg,,YES,192.00,495.00,"Shape: Pear<br>Carat Weight: 1ct<br>Colour: Green<br>Measurement: 7.50x5.50mm<br>Certification: Sapphire Dreams Certificate No. 02816",1.00,,Green,7.50x5.50mm,Pear,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDS02827,,pear-parti-australian-sapphire-sds02827,"An  Australian Pear cut parti sapphire weighing 1.18ct and measures 7.50x5.50mm.",1,0.00,0.00,,"Loose-sapphire, Sapphire Dreams, Parti, Pear, Loose sapphires, SDS, 1.00ct - 1.49ct",REPLACE,"Australian Sapphire Pear 1=1.18ct Parti","Loose sapphires",SDS02827,MERGE,120.00,deny,shopify,240.00,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDS02827.jpg;https://samsgroup.info/pim-images/sds-box-cert-sml.jpg,REPLACE,https://samsgroup.info/pim-images/SDS02827.jpg,,YES,283.20,650.00,"Shape: Pear<br>Carat Weight: 1.18ct<br>Colour: Parti<br>Measurement: 7.50x5.50mm<br>Certification: Sapphire Dreams Certificate No. 02827",1.18,,Parti,7.50x5.50mm,Pear,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDS02828,,pear-parti-australian-sapphire-sds02828,"An  Australian Pear cut parti sapphire weighing 1.20ct and measures 7.50x5.50mm.",1,0.00,0.00,,"Loose-sapphire, Sapphire Dreams, Parti, Pear, Loose sapphires, SDS, 1.00ct - 1.49ct",REPLACE,"Australian Sapphire Pear 1=1.20ct Parti","Loose sapphires",SDS02828,MERGE,120.00,deny,shopify,240.00,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDS02828.jpg;https://samsgroup.info/pim-images/sds-box-cert-sml.jpg,REPLACE,https://samsgroup.info/pim-images/SDS02828.jpg,,YES,288.00,650.00,"Shape: Pear<br>Carat Weight: 1.2ct<br>Colour: Parti<br>Measurement: 7.50x5.50mm<br>Certification: Sapphire Dreams Certificate No. 02828",1.20,,Parti,7.50x5.50mm,Pear,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDS02829,,pear-parti-australian-sapphire-sds02829,"An  Australian Pear cut parti sapphire weighing 1.09ct and measures 7.50x5.50mm.",1,0.00,0.00,,"Loose-sapphire, Sapphire Dreams, Parti, Pear, Loose sapphires, SDS, 1.00ct - 1.49ct",REPLACE,"Australian Sapphire Pear 1=1.09ct Parti","Loose sapphires",SDS02829,MERGE,120.00,deny,shopify,240.00,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDS02829.jpg;https://samsgroup.info/pim-images/sds-box-cert-sml.jpg,REPLACE,https://samsgroup.info/pim-images/SDS02829.jpg,,YES,261.60,650.00,"Shape: Pear<br>Carat Weight: 1.09ct<br>Colour: Parti<br>Measurement: 7.50x5.50mm<br>Certification: Sapphire Dreams Certificate No. 02829",1.09,,Parti,7.50x5.50mm,Pear,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDS02830,,pear-parti-australian-sapphire-sds02830,"An  Australian Pear cut parti sapphire weighing 1.08ct and measures 7.50x5.50mm.",1,0.00,0.00,,"Loose-sapphire, Sapphire Dreams, Parti, Pear, Loose sapphires, SDS, 1.00ct - 1.49ct",REPLACE,"Australian Sapphire Pear 1=1.08ct Parti","Loose sapphires",SDS02830,MERGE,140.00,deny,shopify,280.00,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDS02830.jpg;https://samsgroup.info/pim-images/sds-box-cert-sml.jpg,REPLACE,https://samsgroup.info/pim-images/SDS02830.jpg,,YES,302.40,750.00,"Shape: Pear<br>Carat Weight: 1.08ct<br>Colour: Parti<br>Measurement: 7.50x5.50mm<br>Certification: Sapphire Dreams Certificate No. 02830",1.08,,Parti,7.50x5.50mm,Pear,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDS02832,,pear-parti-australian-sapphire-sds02832,"An  Australian Pear cut parti sapphire weighing 1.05ct and measures 7.50x5.50mm.",1,0.00,0.00,,"Loose-sapphire, Sapphire Dreams, Parti, Pear, Loose sapphires, SDS, 1.00ct - 1.49ct",REPLACE,"Australian Sapphire Pear 1=1.05ct Parti","Loose sapphires",SDS02832,MERGE,140.00,deny,shopify,280.00,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDS02832.jpg;https://samsgroup.info/pim-images/sds-box-cert-sml.jpg,REPLACE,https://samsgroup.info/pim-images/SDS02832.jpg,,YES,294.00,750.00,"Shape: Pear<br>Carat Weight: 1.05ct<br>Colour: Parti<br>Measurement: 7.50x5.50mm<br>Certification: Sapphire Dreams Certificate No. 02832",1.05,,Parti,7.50x5.50mm,Pear,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDS02834,,pear-parti-australian-sapphire-sds02834,"An  Australian Pear cut parti sapphire weighing 1.21ct and measures 7.50x5.50mm.",1,0.00,0.00,,"Loose-sapphire, Sapphire Dreams, Parti, Pear, Loose sapphires, SDS, 1.00ct - 1.49ct",REPLACE,"Australian Sapphire Pear 1=1.21ct Parti","Loose sapphires",SDS02834,MERGE,140.00,deny,shopify,280.00,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDS02834.jpg;https://samsgroup.info/pim-images/sds-box-cert-sml.jpg,REPLACE,https://samsgroup.info/pim-images/SDS02834.jpg,,YES,338.80,750.00,"Shape: Pear<br>Carat Weight: 1.21ct<br>Colour: Parti<br>Measurement: 7.50x5.50mm<br>Certification: Sapphire Dreams Certificate No. 02834",1.21,,Parti,7.50x5.50mm,Pear,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
