stock_code,name,EAN,qty_avail,qty_held,order_qty_min,order_qty_step,price,rrp,special,cost,image,description,category,subcategory,"Custom field 1","Custom field 2","Custom field 3","Custom field 4","Custom field 5","Custom field 6","Custom field 7","Custom field 8","Custom field 9"
10-97G,"Ladies Clearance 50% GP S/Steel Bracelet Swiss Quartz Mineral Glass",10-97G,55.00,,1,,240.00,600.00,,,10-97G,,"Classique Watches","Bracelet Watch","Ladies Clearance 50%","GP S/Steel",,Bracelet,,"Swiss Quartz Mineral Glass","W/H: 55.00",,
10-98G,"Ladies Clearance 50% GP S/Steel Bracelet Swiss Quartz Mineral Glass",10-98G,49.00,,1,,240.00,600.00,,,10-98G,,"Classique Watches","Bracelet Watch","Ladies Clearance 50%","GP S/Steel",,Bracelet,,"Swiss Quartz Mineral Glass","W/H: 49.00",,
101G,"Pro-Care Nurse Unisex Pendant Watch GP S/Steel Luminous Hands Swiss Quartz 30mm Date Black Lanyard Black Retractable Reel Name Bar",101G,419.00,,1,,84.00,210.00,,,101G,,"Classique Watches","Pendant Watch","Unisex Pendant Watch","GP S/Steel",,,"Luminous Hands","Swiss Quartz","W/H: 421.00 - Appro: 1",,
101R,"Pro-Care Nurse Unisex Pendant Watch RGP S/Steel Luminous Hands Swiss Quartz 30mm Date Black Lanyard Black Retractable Reel Name Bar",101R,343.00,,1,,84.00,210.00,,,101R,,"Classique Watches","Pendant Watch","Unisex Pendant Watch","RGP S/Steel",,,"Luminous Hands","Swiss Quartz","W/H: 342.00 - Appro: 1",,
101W,"Pro-Care Nurse Unisex Pendant Watch S/Steel Luminous Hands Swiss Quartz 30mm Date Black Lanyard Black Retractable Real Name Bar",101W,617.00,,1,,70.00,175.00,,,101W,,"Classique Watches","Pendant Watch","Unisex Pendant Watch",S/Steel,,,"Luminous Hands","Swiss Quartz","W/H: 617.00 - Appro: 3",,
104W,"Flynn Gents Pocket Watch S/Steel Chain 25cm Swiss Quartz 43mm Date Open Dial",104W,326.00,,1,,88.00,220.00,,,104W,,"Classique Watches","Pocket Watch","Gents Pocket Watch",S/Steel,,"Chain 25cm",,"Swiss Quartz","W/H: 326.00",,
110W,"Denver Gents Pocket Watch RH S/Steel Chain 25cm Luminous Hands Index Swiss Quartz 48mm Open Dial",110W,107.00,,1,,86.00,215.00,,,110W,,"Classique Watches","Pocket Watch","Gents Pocket Watch","RH S/Steel",,"Chain 25cm","Luminous Hands Index","Swiss Quartz","W/H: 107.00",,
1147G,"Kensington Gents Pocket Watch GP S/Steel Chain 25cm Swiss Quartz 48mm Date Full Hunter",1147G,205.00,,1,,88.00,220.00,,,1147G,,"Classique Watches","Pocket Watch","Gents Pocket Watch","GP S/Steel",,"Chain 25cm",,"Swiss Quartz","W/H: 206.00 - Appro: 2",,
1147W,"Kensington Gents Pocket Watch RH S/Steel Chain 25cm Swiss Quartz 48mm Date Full Hunter",1147W,164.00,,1,,88.00,220.00,,,1147W,,"Classique Watches","Pocket Watch","Gents Pocket Watch","RH S/Steel",,"Chain 25cm",,"Swiss Quartz","W/H: 165.00 - Appro: 3",,
12-10W,"Ladies Opal RH S/Steel Bracelet Swiss Quartz",12-10W,4.00,,1,,286.00,715.00,,,12-10W,,"Classique Watches","Bracelet Watch","Ladies Opal","RH S/Steel",,Bracelet,,"Swiss Quartz","W/H: 4.00",,
12-35G,"Gents Pocket Watch GP S/Steel Chain 25cm Swiss Quartz",12-35G,4.00,,1,,88.00,220.00,,,12-35G,,"Classique Watches","Pocket Watch","Gents Pocket Watch","GP S/Steel",,"Chain 25cm",,"Swiss Quartz","W/H: 4.00",,
12-51G-STRP,"Winter Gents Elegance Dual Time GP S/Steel Strap Swiss Quartz Mineral Glass 26mm",12-51G-STRP,7.00,,1,,154.00,385.00,,,12-51G-STRP,,"Classique Watches","Strap Watch","Gents Elegance Dual Time","GP S/Steel",,Strap,,"Swiss Quartz Mineral Glass","W/H: 7.00",,
14-101G-OPD,"Ladies Opal GP S/Steel Strap Australian Opal Swiss Quartz Mineral Glass",14-101G-OPD,55.00,,1,,262.00,655.00,,,14-101G-OPD,,"Classique Watches","Strap Watch","Ladies Opal","GP S/Steel",,Strap,"Australian Opal","Swiss Quartz Mineral Glass","W/H: 55.00 - Appro: 1",,
14-101W-OPD,"Ladies Opal RH S/Steel Strap Australian Opal Swiss Quartz Mineral Glass",14-101W-OPD,49.00,,1,,276.00,690.00,,,14-101W-OPD,,"Classique Watches","Strap Watch","Ladies Opal","RH S/Steel",,Strap,"Australian Opal","Swiss Quartz Mineral Glass","W/H: 49.00",,
14-103,"Automatic & Mechanical GP S/Steel Bracelet Mechanical",14-103,3.00,,1,,848.00,2120.00,,,14-103,,"Classique Watches","Bracelet Watch","Automatic & Mechanical","GP S/Steel",,Bracelet,,Mechanical,"W/H: 3.00",,
14-104G,"Ladies Clearance 50% GP S/Steel Swiss Quartz Mineral Glass",14-104G,31.00,,1,,606.00,1515.00,,,14-104G,,"Classique Watches",,"Ladies Clearance 50%","GP S/Steel",,,,"Swiss Quartz Mineral Glass","W/H: 31.00",,
14-108G,"Ladies Clearance 50% GP S/Steel Flexi Band Swiss Quartz Mineral Glass Date",14-108G,17.00,,1,,106.00,265.00,,,14-108G,,"Classique Watches","Bracelet Watch","Ladies Clearance 50%","GP S/Steel",,"Flexi Band",,"Swiss Quartz Mineral Glass","W/H: 17.00",,
14-109G,"Gents Clearance 50% GP S/Steel Bracelet Swiss Quartz Mineral Glass Date",14-109G,40.00,,1,,280.00,700.00,,,14-109G,,"Classique Watches","Bracelet Watch","Gents Clearance 50%","GP S/Steel",,Bracelet,,"Swiss Quartz Mineral Glass","W/H: 40.00 - Appro: 1",,
14-110G,"Ladies Clearance 50% GP S/Steel Cubic Zirconia Bracelet Swiss Quartz Mineral Glass",14-110G,8.00,,1,,266.00,665.00,,,14-110G,,"Classique Watches","Bracelet Watch","Ladies Clearance 50%","GP S/Steel","Cubic Zirconia",Bracelet,,"Swiss Quartz Mineral Glass","W/H: 8.00",,
14-123G,"Gents Clearance 50% GP S/Steel Bracelet Swiss Quartz",14-123G,2.00,,1,,266.00,665.00,,,14-123G,,"Classique Watches","Bracelet Watch","Gents Clearance 50%","GP S/Steel",,Bracelet,,"Swiss Quartz","W/H: 2.00",,
14-144G,"Ladies Clearance 50% GP S/Steel Bracelet Swiss Quartz Mineral Glass",14-144G,2.00,,1,,300.00,750.00,,,14-144G,,"Classique Watches","Bracelet Watch","Ladies Clearance 50%","GP S/Steel",,Bracelet,,"Swiss Quartz Mineral Glass","W/H: 2.00",,
14-146R,"Ladies Clearance 50% RGP S/Steel Bracelet Swiss Quartz Mineral Glass",14-146R,38.00,,1,,202.00,505.00,,,14-146R,,"Classique Watches","Bracelet Watch","Ladies Clearance 50%","RGP S/Steel",,Bracelet,,"Swiss Quartz Mineral Glass","W/H: 38.00",,
14-148W,"Ladies Clearance 50% RH S/Steel Bracelet Swiss Quartz Mineral Glass",14-148W,2.00,,1,,202.00,505.00,,,14-148W,,"Classique Watches","Bracelet Watch","Ladies Clearance 50%","RH S/Steel",,Bracelet,,"Swiss Quartz Mineral Glass","W/H: 2.00",,
14-150G,"Ladies Clearance 50% GP S/Steel Bracelet Swiss Quartz Mineral Glass",14-150G,11.00,,1,,240.00,600.00,,,14-150G,,"Classique Watches","Bracelet Watch","Ladies Clearance 50%","GP S/Steel",,Bracelet,,"Swiss Quartz Mineral Glass","W/H: 11.00 - Appro: 1",,
14-153W,"Gents Clearance 50% RH S/Steel Bracelet Swiss Quartz",14-153W,2.00,,1,,240.00,600.00,,,14-153W,,"Classique Watches","Bracelet Watch","Gents Clearance 50%","RH S/Steel",,Bracelet,,"Swiss Quartz","W/H: 2.00",,
14-154W,"Ladies Clearance 50% RH S/Steel Bracelet Swiss Quartz Mineral Glass",14-154W,21.00,,1,,240.00,600.00,,,14-154W,,"Classique Watches","Bracelet Watch","Ladies Clearance 50%","RH S/Steel",,Bracelet,,"Swiss Quartz Mineral Glass","W/H: 21.00",,
14-155G,"Gents Clearance 50% GP S/Steel Bracelet Swiss Quartz",14-155G,22.00,,1,,290.00,725.00,,,14-155G,,"Classique Watches","Bracelet Watch","Gents Clearance 50%","GP S/Steel",,Bracelet,,"Swiss Quartz","W/H: 22.00",,
14-157W,"Gents Clearance 50% RH S/Steel Bracelet Swiss Quartz",14-157W,26.00,,1,,290.00,725.00,,,14-157W,,"Classique Watches","Bracelet Watch","Gents Clearance 50%","RH S/Steel",,Bracelet,,"Swiss Quartz","W/H: 26.00",,
14-158W,"Ladies Clearance 50% RH S/Steel Bracelet Swiss Quartz Mineral Glass",14-158W,1.00,,1,,280.00,700.00,,,14-158W,,"Classique Watches","Bracelet Watch","Ladies Clearance 50%","RH S/Steel",,Bracelet,,"Swiss Quartz Mineral Glass","W/H: 1.00",,
14-159G,"Gents Clearance 50% GP S/Steel Bracelet Swiss Quartz",14-159G,2.00,,1,,290.00,725.00,,,14-159G,,"Classique Watches","Bracelet Watch","Gents Clearance 50%","GP S/Steel",,Bracelet,,"Swiss Quartz","W/H: 2.00 - Appro: 1",,
14-159R,"Unisex Clearance 50% RGP S/Steel Bracelet Swiss Quartz",14-159R,2.00,,1,,290.00,725.00,,,14-159R,,"Classique Watches","Bracelet Watch","Unisex Clearance 50%","RGP S/Steel",,Bracelet,,"Swiss Quartz","W/H: 2.00",,
14-160G,"Ladies Clearance 50% GP S/Steel Bracelet Swiss Quartz Mineral Glass",14-160G,22.00,,1,,280.00,700.00,,,14-160G,,"Classique Watches","Bracelet Watch","Ladies Clearance 50%","GP S/Steel",,Bracelet,,"Swiss Quartz Mineral Glass","W/H: 22.00",,
14-164W,"Ladies Clearance 50% RH S/Steel Bracelet Swiss Quartz Mineral Glass",14-164W,1.00,,1,,280.00,700.00,,,14-164W,,"Classique Watches","Bracelet Watch","Ladies Clearance 50%","RH S/Steel",,Bracelet,,"Swiss Quartz Mineral Glass","W/H: 1.00",,
14-166S,"Ladies Clearance 50% RH S/Steel Strap Swiss Quartz Mineral Glass",14-166S,8.00,,1,,134.00,335.00,,,14-166S,,"Classique Watches","Strap Watch","Ladies Clearance 50%","RH S/Steel",,Strap,,"Swiss Quartz Mineral Glass","W/H: 8.00",,
14-167G,"Unisex Clearance 50% GP S/Steel Strap Swiss Quartz Mineral Glass",14-167G,3.00,,1,,146.00,365.00,,,14-167G,,"Classique Watches","Strap Watch","Unisex Clearance 50%","GP S/Steel",,Strap,,"Swiss Quartz Mineral Glass","W/H: 3.00",,
14-167R,"Unisex Clearance 50% RGP S/Steel Strap Swiss Quartz Mineral Glass",14-167R,11.00,,1,,146.00,365.00,,,14-167R,,"Classique Watches","Strap Watch","Unisex Clearance 50%","RGP S/Steel",,Strap,,"Swiss Quartz Mineral Glass","W/H: 11.00",,
14-168G,"Ladies Clearance 50% GP S/Steel Strap Swiss Quartz Mineral Glass",14-168G,82.00,,1,,134.00,335.00,,,14-168G,,"Classique Watches","Strap Watch","Ladies Clearance 50%","GP S/Steel",,Strap,,"Swiss Quartz Mineral Glass","W/H: 82.00",,
14-168R,"Ladies Clearance 50% RGP S/Steel Strap Swiss Quartz Mineral Glass",14-168R,12.00,,1,,134.00,335.00,,,14-168R,,"Classique Watches","Strap Watch","Ladies Clearance 50%","RGP S/Steel",,Strap,,"Swiss Quartz Mineral Glass","W/H: 12.00",,
14-170R,"Ladies Clearance 50% RGP S/Steel Bracelet Swiss Quartz Mineral Glass",14-170R,1.00,,1,,266.00,665.00,,,14-170R,,"Classique Watches","Bracelet Watch","Ladies Clearance 50%","RGP S/Steel",,Bracelet,,"Swiss Quartz Mineral Glass","W/H: 1.00",,
14-20G,"Ladies Clearance 50% GP S/Steel Strap Swiss Quartz Mineral Glass",14-20G,34.00,,1,,118.00,295.00,,,14-20G,,"Classique Watches","Strap Watch","Ladies Clearance 50%","GP S/Steel",,Strap,,"Swiss Quartz Mineral Glass","W/H: 34.00",,
14-22G,"Ladies Clearance 50% GP S/Steel Strap Swiss Quartz Mineral Glass",14-22G,1.00,,1,,90.00,225.00,,,14-22G,,"Classique Watches","Strap Watch","Ladies Clearance 50%","GP S/Steel",,Strap,,"Swiss Quartz Mineral Glass","W/H: 1.00",,
14-23G,"Gents Clearance 50% GP S/Steel Strap Swiss Quartz Mineral Glass",14-23G,11.00,,1,,106.00,265.00,,,14-23G,,"Classique Watches","Strap Watch","Gents Clearance 50%","GP S/Steel",,Strap,,"Swiss Quartz Mineral Glass","W/H: 11.00",,
14-24,"Ladies Clearance 50% Bracelet Swiss Quartz",14-24,31.00,,1,,106.00,265.00,,,14-24,,"Classique Watches","Bracelet Watch","Ladies Clearance 50%",,,Bracelet,,"Swiss Quartz","W/H: 31.00",,
14-28R,"Ladies Clearance 50% RGP S/Steel Swiss Quartz",14-28R,23.00,,1,,134.00,335.00,,,14-28R,,"Classique Watches",,"Ladies Clearance 50%","RGP S/Steel",,,,"Swiss Quartz","W/H: 23.00",,
14-42B,"Oakley Ladies Elegance 2T GP S/Steel Bracelet Swiss Quartz Sapphire Crystal 26mm Date",14-42B,76.00,,1,,218.00,545.00,,,14-42B,,"Classique Watches","Bracelet Watch","Ladies Elegance","2T GP S/Steel",,Bracelet,,"Swiss Quartz Sapphire Crystal","W/H: 76.00 - Appro: 6",,
14-42BD,"Oakley Ladies Diamond Set 2T GP S/Steel 51 = 0.41ct RBC DIA Bracelet Swiss Quartz Sapphire Crystal 26mm Date",14-42BD,38.00,,1,,570.00,1425.00,,,14-42BD,,"Classique Watches","Bracelet Watch","Ladies Diamond Set","2T GP S/Steel","51 = 0.41ct RBC DIA",Bracelet,,"Swiss Quartz Sapphire Crystal","W/H: 38.00 - Appro: 2",,
14-42BR,"Oakley Ladies Elegance 2T RGP S/Steel Bracelet Swiss Quartz Sapphire Crystal 26mm Date",14-42BR,22.00,,1,,218.00,545.00,,,14-42BR,,"Classique Watches","Bracelet Watch","Ladies Elegance","2T RGP S/Steel",,Bracelet,,"Swiss Quartz Sapphire Crystal","W/H: 22.00",,
14-42BRD,"Oakley Ladies Diamond Set 2T RGP S/Steel 51 = 0.41ct RBC DIA Bracelet Swiss Quartz Sapphire Crystal 26mm Date",14-42BRD,12.00,,1,,570.00,1425.00,,,14-42BRD,,"Classique Watches","Bracelet Watch","Ladies Diamond Set","2T RGP S/Steel","51 = 0.41ct RBC DIA",Bracelet,,"Swiss Quartz Sapphire Crystal","W/H: 12.00",,
14-42G,"Oakley Ladies Elegance GP S/Steel Bracelet Swiss Quartz Sapphire Crystal 26mm Date",14-42G,50.00,,1,,226.00,565.00,,,14-42G,,"Classique Watches","Bracelet Watch","Ladies Elegance","GP S/Steel",,Bracelet,,"Swiss Quartz Sapphire Crystal","W/H: 50.00 - Appro: 10",,
14-42GD,"Oakley Ladies Diamond Set GP S/Steel 51 = 0.41ct RBC DIA Bracelet Swiss Quartz Sapphire Crystal 26mm Date",14-42GD,23.00,,1,,570.00,1425.00,,,14-42GD,,"Classique Watches","Bracelet Watch","Ladies Diamond Set","GP S/Steel","51 = 0.41ct RBC DIA",Bracelet,,"Swiss Quartz Sapphire Crystal","W/H: 23.00 - Appro: 7",,
14-42R,"Oakley Ladies Elegance RGP S/Steel Bracelet Swiss Quartz Sapphire Crystal 26mm Date",14-42R,64.00,,1,,266.00,665.00,,,14-42R,,"Classique Watches","Bracelet Watch","Ladies Elegance","RGP S/Steel",,Bracelet,,"Swiss Quartz Sapphire Crystal","W/H: 65.00 - Appro: 5",,
14-42RD,"Oakley Ladies Diamond Set RGP S/Steel 51 = 0.41ct RBC DIA Bracelet Swiss Quartz Sapphire Crystal 26mm Date",14-42RD,50.00,,1,,570.00,1425.00,,,14-42RD,,"Classique Watches","Bracelet Watch","Ladies Diamond Set","RGP S/Steel","51 = 0.41ct RBC DIA",Bracelet,,"Swiss Quartz Sapphire Crystal","W/H: 50.00 - Appro: 3",,
14-42W,"Oakley Ladies Elegance S/Steel Bracelet Swiss Quartz Sapphire Crystal 26mm Date",14-42W,67.00,,1,,202.00,505.00,,,14-42W,,"Classique Watches","Bracelet Watch","Ladies Elegance",S/Steel,,Bracelet,,"Swiss Quartz Sapphire Crystal","W/H: 67.00 - Appro: 6",,
14-42WD,"Oakley Ladies Diamond Set S/Steel 51 = 0.41ct RBC DIA Bracelet Swiss Quartz Sapphire Crystal 26mm Date",14-42WD,1.00,,1,,548.00,1370.00,,,14-42WD,,"Classique Watches","Bracelet Watch","Ladies Diamond Set",S/Steel,"51 = 0.41ct RBC DIA",Bracelet,,"Swiss Quartz Sapphire Crystal","W/H: 1.00 - Appro: 7",,
14-43B,"Blakely Gents Elegance 2T GP S/Steel Bracelet Swiss Quartz Sapphire Crystal 32mm Date",14-43B,46.00,,1,,218.00,545.00,,,14-43B,,"Classique Watches","Bracelet Watch","Gents Elegance","2T GP S/Steel",,Bracelet,,"Swiss Quartz Sapphire Crystal","W/H: 47.00 - Appro: 1",,
14-43BD,"Blakely Gents Diamond Set 2T GP S/Steel 63 = 0.50ct RBC DIA Bracelet Swiss Quartz Sapphire Crystal 32mm Date",14-43BD,36.00,,1,,658.00,1645.00,,,14-43BD,,"Classique Watches","Bracelet Watch","Gents Diamond Set","2T GP S/Steel","63 = 0.50ct RBC DIA",Bracelet,,"Swiss Quartz Sapphire Crystal","W/H: 37.00 - Appro: 5",,
14-43BR,"Blakely Gents Elegance 2T RGP S/Steel Bracelet Swiss Quartz Sapphire Crystal 32mm Date",14-43BR,15.00,,1,,218.00,545.00,,,14-43BR,,"Classique Watches","Bracelet Watch","Gents Elegance","2T RGP S/Steel",,Bracelet,,"Swiss Quartz Sapphire Crystal","W/H: 15.00 - Appro: 1",,
14-43G,"Blakely Gents Elegance GP S/Steel Bracelet Swiss Quartz Sapphire Crystal 32mm Date",14-43G,93.00,,1,,226.00,565.00,,,14-43G,,"Classique Watches","Bracelet Watch","Gents Elegance","GP S/Steel",,Bracelet,,"Swiss Quartz Sapphire Crystal","W/H: 93.00 - Appro: 8",,
14-43GD,"Blakely Gents Diamond Set GP S/Steel 63 = 0.50ct RBC DIA Bracelet Swiss Quartz Sapphire Crystal 32mm Date",14-43GD,26.00,,1,,658.00,1645.00,,,14-43GD,,"Classique Watches","Bracelet Watch","Gents Diamond Set","GP S/Steel","63 = 0.50ct RBC DIA",Bracelet,,"Swiss Quartz Sapphire Crystal","W/H: 26.00 - Appro: 8",,
14-43GDD,"Blakely Gents Diamond Set GP S/Steel 63 = 0.50ct RBC DIA Bracelet Swiss Quartz Sapphire Crystal 32mm Date",14-43GDD,28.00,,1,,724.00,1810.00,,,14-43GDD,,"Classique Watches","Bracelet Watch","Gents Diamond Set","GP S/Steel","63 = 0.50ct RBC DIA",Bracelet,,"Swiss Quartz Sapphire Crystal","W/H: 28.00",,
14-43R,"Blakely Gents Elegance RGP S/Steel Bracelet Swiss Quartz Sapphire Crystal 32mm Date",14-43R,38.00,,1,,218.00,545.00,,,14-43R,,"Classique Watches","Bracelet Watch","Gents Elegance","RGP S/Steel",,Bracelet,,"Swiss Quartz Sapphire Crystal","W/H: 38.00 - Appro: 4",,
14-43W,"Blakely Gents Elegance S/Steel Bracelet Swiss Quartz Sapphire Crystal 32mm Date",14-43W,86.00,,1,,202.00,505.00,,,14-43W,,"Classique Watches","Bracelet Watch","Gents Elegance",S/Steel,,Bracelet,,"Swiss Quartz Sapphire Crystal","W/H: 87.00 - Appro: 7",,
14-43WD,"Blakely Gents Diamond Set S/Steel 63 = 0.50ct RBC DIA Bracelet Swiss Quartz Sapphire Crystal 32mm Date",14-43WD,31.00,,1,,636.00,1590.00,,,14-43WD,,"Classique Watches","Bracelet Watch","Gents Diamond Set",S/Steel,"63 = 0.50ct RBC DIA",Bracelet,,"Swiss Quartz Sapphire Crystal","W/H: 31.00 - Appro: 6",,
14-47G,"Gents Clearance 50% GP S/Steel Strap Swiss Quartz Mineral Glass",14-47G,50.00,,1,,106.00,265.00,,,14-47G,,"Classique Watches","Strap Watch","Gents Clearance 50%","GP S/Steel",,Strap,,"Swiss Quartz Mineral Glass","W/H: 50.00",,
14-51G,"Gents Clearance 50% GP S/Steel Bracelet Swiss Quartz",14-51G,28.00,,1,,528.00,1320.00,,,14-51G,,"Classique Watches","Bracelet Watch","Gents Clearance 50%","GP S/Steel",,Bracelet,,"Swiss Quartz","W/H: 28.00 - Appro: 1",,
14-58BR,"April Ladies Elegance 2T RGP S/Steel Bracelet Swiss Quartz Sapphire Crystal 28mm Date",14-58BR,1.00,,1,,174.00,435.00,,,14-58BR,,"Classique Watches","Bracelet Watch","Ladies Elegance","2T RGP S/Steel",,Bracelet,,"Swiss Quartz Sapphire Crystal","W/H: 1.00",,
14-58G,"April Ladies Elegance GP S/Steel Bracelet Swiss Quartz Sapphire Crystal 28mm Date",14-58G,42.00,,1,,174.00,435.00,,,14-58G,,"Classique Watches","Bracelet Watch","Ladies Elegance","GP S/Steel",,Bracelet,,"Swiss Quartz Sapphire Crystal","W/H: 42.00 - Appro: 2",,
14-58R,"April Ladies Elegance RGP S/Steel Bracelet Swiss Quartz Sapphire Crystal 28mm Date",14-58R,38.00,,1,,174.00,435.00,,,14-58R,,"Classique Watches","Bracelet Watch","Ladies Elegance","RGP S/Steel",,Bracelet,,"Swiss Quartz Sapphire Crystal","W/H: 38.00",,
14-61B,"Gents Clearance 50% 2T GP S/Steel Flexi Band Swiss Quartz Mineral Glass",14-61B,53.00,,1,,160.00,400.00,,,14-61B,,"Classique Watches","Bracelet Watch","Gents Clearance 50%","2T GP S/Steel",,"Flexi Band",,"Swiss Quartz Mineral Glass","W/H: 53.00 - Appro: 1",,
14-62G,"Gents Clearance 50% GP S/Steel Strap Swiss Quartz Mineral Glass",14-62G,30.00,,1,,186.00,465.00,,,14-62G,,"Classique Watches","Strap Watch","Gents Clearance 50%","GP S/Steel",,Strap,,"Swiss Quartz Mineral Glass","W/H: 30.00",,
14-63G,"Ladies Clearance 50% GP S/Steel Strap Swiss Quartz Mineral Glass",14-63G,14.00,,1,,106.00,265.00,,,14-63G,,"Classique Watches","Strap Watch","Ladies Clearance 50%","GP S/Steel",,Strap,,"Swiss Quartz Mineral Glass","W/H: 14.00",,
14-68G-OPD,"Ladies Opal GP S/Steel Strap Australian Opal Swiss Quartz Mineral Glass",14-68G-OPD,46.00,,1,,324.00,810.00,,,14-68G-OPD,,"Classique Watches","Strap Watch","Ladies Opal","GP S/Steel",,Strap,"Australian Opal","Swiss Quartz Mineral Glass","W/H: 46.00",,
14-71-OPD,"Gents Opal 2T GP S/Steel Australian Opal Swiss Quartz Mineral Glass",14-71-OPD,3.00,,1,,400.00,1000.00,,,14-71-OPD,,"Classique Watches","Wrist Watch","Gents Opal","2T GP S/Steel",,,"Australian Opal","Swiss Quartz Mineral Glass","W/H: 3.00 - Appro: 1",,
14-72-OPD,"Ladies Opal 2T GP S/Steel Strap Australian Opal Swiss Quartz Mineral Glass",14-72-OPD,26.00,,1,,280.00,700.00,,,14-72-OPD,,"Classique Watches","Strap Watch","Ladies Opal","2T GP S/Steel",,Strap,"Australian Opal","Swiss Quartz Mineral Glass","W/H: 26.00 - Appro: 1",,
14-75G,"Gents Opal GP S/Steel Bracelet Swiss Quartz Mineral Glass",14-75G,26.00,,1,,592.00,1480.00,,,14-75G,,"Classique Watches","Bracelet Watch","Gents Opal","GP S/Steel",,Bracelet,,"Swiss Quartz Mineral Glass","W/H: 26.00",,
14-77B,"Ladies Clearance 50% 2T GP S/Steel Bracelet Swiss Quartz",14-77B,15.00,,1,,606.00,1515.00,,,14-77B,,"Classique Watches","Bracelet Watch","Ladies Clearance 50%","2T GP S/Steel",,Bracelet,,"Swiss Quartz","W/H: 15.00",,
14-79G-BLET,"Gents Clearance 50% GP S/Steel Bracelet Swiss Quartz Mineral Glass Date",14-79G-BLET,39.00,,1,,194.00,485.00,,,14-79G-BLET,,"Classique Watches","Bracelet Watch","Gents Clearance 50%","GP S/Steel",,Bracelet,,"Swiss Quartz Mineral Glass","W/H: 39.00",,
14-80G-BLET,"Ladies Clearance 50% GP S/Steel Bracelet Swiss Quartz Mineral Glass",14-80G-BLET,157.00,,1,,194.00,485.00,,,14-80G-BLET,,"Classique Watches","Bracelet Watch","Ladies Clearance 50%","GP S/Steel",,Bracelet,,"Swiss Quartz Mineral Glass","W/H: 157.00",,
14-85G,"Gents Clearance 50% GP S/Steel Bracelet Swiss Quartz Mineral Glass Date",14-85G,10.00,,1,,240.00,600.00,,,14-85G,,"Classique Watches","Bracelet Watch","Gents Clearance 50%","GP S/Steel",,Bracelet,,"Swiss Quartz Mineral Glass","W/H: 10.00 - Appro: 1",,
17-03G-STRP,"Ladies Clearance 50% GP S/Steel Assorted Bezel Strap Swiss Quartz Mineral Glass",17-03G-STRP,123.00,,1,,108.00,270.00,,,17-03G-STRP,,"Classique Watches","Strap Watch","Ladies Clearance 50%","GP S/Steel","Assorted Bezel",Strap,,"Swiss Quartz Mineral Glass","W/H: 123.00",,
17-07G,"Ladies GP S/Steel Bangle Swiss Quartz",17-07G,33.00,,1,,96.00,240.00,,,17-07G,,"Classique Watches","Half Bangle Watch",Ladies,"GP S/Steel",,Bangle,,"Swiss Quartz","W/H: 33.00",,
18-12G,"Alma Ladies Fashion GP S/Steel Half Bangle Swiss Quartz Mineral Glass 20mm",18-12G,145.00,,1,,148.00,370.00,,,18-12G,,"Classique Watches","Half Bangle Watch","Ladies Fashion","GP S/Steel",,"Half Bangle",,"Swiss Quartz Mineral Glass","W/H: 145.00 - Appro: 2",,
18-12R,"Alma Ladies Fashion RGP S/Steel Half Bangle Swiss Quartz Mineral Glass 20mm",18-12R,73.00,,1,,148.00,370.00,,,18-12R,,"Classique Watches","Half Bangle Watch","Ladies Fashion","RGP S/Steel",,"Half Bangle",,"Swiss Quartz Mineral Glass","W/H: 74.00 - Appro: 2",,
18-12W,"Alma Ladies Fashion S/Steel Half Bangle Swiss Quartz Mineral Glass 20mm",18-12W,144.00,,1,,127.60,319.00,,,18-12W,,"Classique Watches","Half Bangle Watch","Ladies Fashion",S/Steel,,"Half Bangle",,"Swiss Quartz Mineral Glass","W/H: 144.00 - Appro: 1",,
18-20G,"Amalia Ladies Fashion GP S/Steel Half Bangle Swiss Quartz Mineral Glass 20x22mm",18-20G,243.00,,1,,148.00,370.00,,,18-20G,,"Classique Watches","Half Bangle Watch","Ladies Fashion","GP S/Steel",,"Half Bangle",,"Swiss Quartz Mineral Glass","W/H: 244.00 - Appro: 1",,
