SKU,Brand,Measurement,Stone_Intensity,Product_Type,Stone_Specifications,Stone_Shape,Collections,Carat_Weight,Stone_Colour,Treatment,Description,Centre_Stone_SKU
SDP-OVCSBT004,"Sapphire Dreams",7.00x5.00mm,0.91,Necklaces,"ID No.: SDP-OVCSBT004<br>Colour: PARTI<br>Shape: OVAL<br>Weight: 0.91ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,Necklaces,0.91,Parti,,"This classic oval cut Parti Australian Sapphire is beautifully haloed by an array of sparkling round White Diamonds, set in an 18ct Yellow Gold claw. This pendant comes crafted on an 18ct White Gold chain, a durable and long lasting metal.",
SDP-OVCSBT005,"Sapphire Dreams",7.00x5.00mm,0.97,Necklaces,"ID No.: SDP-OVCSBT005<br>Colour: PARTI TEAL<br>Shape: OVAL<br>Weight: 0.97ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,Necklaces,0.97,"Parti Teal",,"This classic oval cut Parti Teal Australian Sapphire is beautifully haloed by an array of sparkling round White Diamonds, set in an 18ct Yellow Gold claw. This pendant comes crafted on an 18ct White Gold chain, a durable and long lasting metal.",
SDP-OVCSBT006,"Sapphire Dreams",7.00x5.00mm,0.80,Necklaces,"ID No.: SDP-OVCSBT006<br>Colour: PARTI TEAL<br>Shape: OVAL<br>Weight: 0.80ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,Necklaces,0.80,"Parti Teal",,"A beautiful Australian Teal Parti Sapphire is enhanced by the unique White Diamond halo featuring a point at the top. The Alinta pendant set in 18ct White Gold, with a Yellow Gold claw.",
SDP-OVDLWB001,"Sapphire Dreams",9.00x7.00mm,2.09,Necklaces,"ID No.: SDP-OVDLWB001<br>Colour: BLUE<br>Shape: OVAL<br>Weight: 2.09ct<br>Size: 9.00x7.00mm<br>Origin: AUSTRALIA",Oval,Necklaces,2.09,Blue,,"A bold statement piece, Soraya features an exquisite oval cut Blue Australian Sapphire surrounded by a an intertwined floral halo of baguette, pave set white diamonds. This piece is crafted in luxurious 18ct White Gold.",
SDP-OVDMWB002,"Sapphire Dreams",7.00mm,1.04,Necklaces,"ID No.: SDP-OVDMWB002<br>Colour: BLUE<br>Shape: OVAL<br>Weight: 1.04ct<br>Size: 7.00mm<br>Origin: AUSTRALIA",Oval,Necklaces,1.04,Blue,,"A classic style featuring an oval cut Sapphire, haloed with white diamonds and set in 18ct white gold, this pendant is elevated by a cluster of diamonds placed above the stone, for added sparkle.",
SDP-OVDMWG001,"Sapphire Dreams",6.95mm,0.85,Necklaces,"ID No.: SDP-OVDMWG001<br>Colour: GREEN<br>Shape: OVAL<br>Weight: 0.85ct<br>Size: 6.95mm<br>Origin: AUSTRALIA",Oval,Necklaces,0.85,Green,,"A unique pendant, featuring an oval cut Sapphire, haloed by round cut diamonds and set in 18ct white gold. Isabella is timeless and classic, the perfect addition to any collection.",
SDP-OVDMWT001,"Sapphire Dreams",7.12mm,0.96,Necklaces,"ID No.: SDP-OVDMWT001<br>Colour: TEAL<br>Shape: OVAL<br>Weight: 0.96ct<br>Size: 7.12mm<br>Origin: AUSTRALIA",Oval,Necklaces,0.96,Teal,,"A unique pendant, featuring an oval cut Sapphire, haloed by round cut diamonds and set in 18ct white gold. Isabella is timeless and classic, the perfect addition to any collection.",
SDP-OVDMWT003,"Sapphire Dreams",7.00mm,1.16,Necklaces,"ID No.: SDP-OVDMWT003<br>Colour: TEAL<br>Shape: OVAL<br>Weight: 1.16ct<br>Size: 7.00mm<br>Origin: AUSTRALIA",Oval,Necklaces,1.16,Teal,,"A classic style featuring an oval cut Sapphire, haloed with white diamonds and set in 18ct white gold, this pendant is elevated by a cluster of diamonds placed above the stone, for added sparkle.",
SDP-OVMSWB002,"Sapphire Dreams",7.00x5.00mm,0.90,Necklaces,"ID No.: SDP-OVMSWB002<br>Colour: BLUE<br>Shape: OVAL<br>Weight: 0.90ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,Necklaces,0.90,Blue,,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.",
SDP-OVMSWB003,"Sapphire Dreams",7.00x5.00mm,0.93,Necklaces,"ID No.: SDP-OVMSWB003<br>Colour: BLUE<br>Shape: OVAL<br>Weight: 0.93ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,Necklaces,0.93,Blue,,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.",
SDP-OVMSWB004,"Sapphire Dreams",7.00x5.00mm,0.84,Necklaces,"ID No.: SDP-OVMSWB004<br>Colour: BLUE<br>Shape: OVAL<br>Weight: 0.84ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,Necklaces,0.84,Blue,,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.",
SDP-OVMSWB005,"Sapphire Dreams",7.00x5.00mm,0.89,Necklaces,"ID No.: SDP-OVMSWB005<br>Colour: BLUE<br>Shape: OVAL<br>Weight: 0.89ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,Necklaces,0.89,Blue,,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.",
SDP-OVMSWB006,"Sapphire Dreams",7.00x5.00mm,0.78,Necklaces,"ID No.: SDP-OVMSWB006<br>Colour: BLUE<br>Shape: OVAL<br>Weight: 0.78ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,Necklaces,0.78,Blue,,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.",
SDP-OVMSWP002,"Sapphire Dreams",7.00x5.00mm,1.00,Necklaces,"ID No.: SDP-OVMSWP002<br>Colour: PARTI<br>Shape: OVAL<br>Weight: 1.00ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,Necklaces,1.00,Parti,,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.",
SDP-OVMSWP003,"Sapphire Dreams",7.00x5.00mm,0.97,Necklaces,"ID No.: SDP-OVMSWP003<br>Colour: PARTI<br>Shape: OVAL<br>Weight: 0.97ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,Necklaces,0.97,Parti,,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.",
SDP-OVMSWP004,"Sapphire Dreams",7.00x5.00mm,0.85,Necklaces,"ID No.: SDP-OVMSWP004<br>Colour: PARTI<br>Shape: OVAL<br>Weight: 0.85ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,Necklaces,0.85,Parti,,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.",
SDP-OVMSWP005,"Sapphire Dreams",7.00x5.00mm,0.97,Necklaces,"ID No.: SDP-OVMSWP005<br>Colour: PARTI<br>Shape: OVAL<br>Weight: 0.97ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,Necklaces,0.97,Parti,,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.",
SDP-OVMSWP006,"Sapphire Dreams",7.00x5.00mm,0.92,Necklaces,"ID No.: SDP-OVMSWP006<br>Colour: PARTI<br>Shape: OVAL<br>Weight: 0.92ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,Necklaces,0.92,Parti,,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.",
SDP-OVMSYG002,"Sapphire Dreams",7.00x5.00mm,0.91,Necklaces,"ID No.: SDP-OVMSYG002<br>Colour: GREEN<br>Shape: OVAL<br>Weight: 0.91ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,Necklaces,0.91,Green,,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.",
SDP-OVMSYG003,"Sapphire Dreams",7.00x5.00mm,1.05,Necklaces,"ID No.: SDP-OVMSYG003<br>Colour: GREEN<br>Shape: OVAL<br>Weight: 1.05ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,Necklaces,1.05,Green,,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.",
SDP-OVMSYG004,"Sapphire Dreams",7.00x5.00mm,1.01,Necklaces,"ID No.: SDP-OVMSYG004<br>Colour: GREEN<br>Shape: OVAL<br>Weight: 1.01ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,Necklaces,1.01,Green,,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.",
SDP-OVMSYG005,"Sapphire Dreams",7.00x5.00mm,1.01,Necklaces,"ID No.: SDP-OVMSYG005<br>Colour: GREEN<br>Shape: OVAL<br>Weight: 1.01ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,Necklaces,1.01,Green,,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.",
SDP-OVMSYG006,"Sapphire Dreams",7.00x5.00mm,1.01,Necklaces,"ID No.: SDP-OVMSYG006<br>Colour: GREEN<br>Shape: OVAL<br>Weight: 1.01ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,Necklaces,1.01,Green,,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.",
SDP-OVMSYT002,"Sapphire Dreams",7.00x5.00mm,0.78,Necklaces,"ID No.: SDP-OVMSYT002<br>Colour: TEAL<br>Shape: OVAL<br>Weight: 0.78ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,Necklaces,0.78,Teal,,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.",
SDP-OVMSYT003,"Sapphire Dreams",7.00x5.00mm,1.06,Necklaces,"ID No.: SDP-OVMSYT003<br>Colour: TEAL<br>Shape: OVAL<br>Weight: 1.06ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,Necklaces,1.06,Teal,,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.",
SDP-OVMSYT004,"Sapphire Dreams",7.00x5.00mm,1.04,Necklaces,"ID No.: SDP-OVMSYT004<br>Colour: TEAL<br>Shape: OVAL<br>Weight: 1.04ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,Necklaces,1.04,Teal,,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.",
SDP-OVMSYT005,"Sapphire Dreams",7.00x5.00mm,0.88,Necklaces,"ID No.: SDP-OVMSYT005<br>Colour: TEAL<br>Shape: OVAL<br>Weight: 0.88ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,Necklaces,0.88,Teal,,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.",
SDP-OVMSYT006,"Sapphire Dreams",7.00x5.00mm,0.91,Necklaces,"ID No.: SDP-OVMSYT006<br>Colour: TEAL<br>Shape: OVAL<br>Weight: 0.91ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,Necklaces,0.91,Teal,,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.",
SDP-OVMSYY002,"Sapphire Dreams",6.80x4.90mm,0.77,Necklaces,"ID No.: SDP-OVMSYY002<br>Colour: YELLOW<br>Shape: OVAL<br>Weight: 0.77ct<br>Size: 6.80x4.90mm<br>Origin: AUSTRALIA",Oval,Necklaces,0.77,Yellow,,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.",
SDP-OVMSYY003,"Sapphire Dreams",7.00x5.00mm,1.07,Necklaces,"ID No.: SDP-OVMSYY003<br>Colour: YELLOW<br>Shape: OVAL<br>Weight: 1.07ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,Necklaces,1.07,Yellow,,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.",
SDP-OVMSYY004,"Sapphire Dreams",7.00x5.00mm,0.98,Necklaces,"ID No.: SDP-OVMSYY004<br>Colour: YELLOW<br>Shape: OVAL<br>Weight: 0.98ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,Necklaces,0.98,Yellow,,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.",
SDP-OVMSYY005,"Sapphire Dreams",7.00x5.00mm,0.94,Necklaces,"ID No.: SDP-OVMSYY005<br>Colour: YELLOW<br>Shape: OVAL<br>Weight: 0.94ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,Necklaces,0.94,Yellow,,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.",
SDP-OVMSYY006,"Sapphire Dreams",7.00x5.00mm,0.73,Necklaces,"ID No.: SDP-OVMSYY006<br>Colour: YELLOW<br>Shape: OVAL<br>Weight: 0.73ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Oval,Necklaces,0.73,Yellow,,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.",
SDP-PECSBY001,"Sapphire Dreams",7.00x5.00mm,1.06,Necklaces,"ID No.: SDP-PECSBY001<br>Colour: GOLDEN<br>Shape: PEAR<br>Weight: 1.06ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Pear,Necklaces,1.06,Golden,,"The desert flame necklace showcases an incredible Pear shaped Australian Golden Sapphire, enhanced by a stunning Yellow Gold claw setting. The stone is surrounded by a beautiful halo of white diamonds, set in 18ct White Gold.",
SDP-PEMSWB001,"Sapphire Dreams",7.00x5.00mm,0.95,Necklaces,"ID No.: SDP-PEMSWB001<br>Colour: BLUE<br>Shape: PEAR<br>Weight: 0.95ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Pear,Necklaces,0.95,Blue,,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.",
SDP-PEMSWB002,"Sapphire Dreams",7.00x5.00mm,0.92,Necklaces,"ID No.: SDP-PEMSWB002<br>Colour: BLUE<br>Shape: PEAR<br>Weight: 0.92ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Pear,Necklaces,0.92,Blue,,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.",
SDP-PEMSWB003,"Sapphire Dreams",7.00x5.00mm,0.86,Necklaces,"ID No.: SDP-PEMSWB003<br>Colour: BLUE<br>Shape: PEAR<br>Weight: 0.86ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Pear,Necklaces,0.86,Blue,,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.",
SDP-PEMSWB004,"Sapphire Dreams",7.00x5.00mm,0.89,Necklaces,"ID No.: SDP-PEMSWB004<br>Colour: BLUE<br>Shape: PEAR<br>Weight: 0.89ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Pear,Necklaces,0.89,Blue,,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.",
SDP-PEMSWB005,"Sapphire Dreams",7.00x5.00mm,0.91,Necklaces,"ID No.: SDP-PEMSWB005<br>Colour: BLUE<br>Shape: PEAR<br>Weight: 0.91ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Pear,Necklaces,0.91,Blue,,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.",
SDP-PEMSWG002,"Sapphire Dreams",7.00x5.00mm,0.87,Necklaces,"ID No.: SDP-PEMSWG002<br>Colour: GREEN<br>Shape: PEAR<br>Weight: 0.87ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Pear,Necklaces,0.87,Green,,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.",
SDP-PEMSWG004,"Sapphire Dreams",7.00x5.00mm,0.80,Necklaces,"ID No.: SDP-PEMSWG004<br>Colour: GREEN<br>Shape: PEAR<br>Weight: 0.80ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Pear,Necklaces,0.80,Green,,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.",
SDP-PEMSWG006,"Sapphire Dreams",7.00x5.00mm,0.84,Necklaces,"ID No.: SDP-PEMSWG006<br>Colour: GREEN<br>Shape: PEAR<br>Weight: 0.84ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Pear,Necklaces,0.84,Green,,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.",
SDP-PEMSWP001,"Sapphire Dreams",7.00x5.01mm,1.01,Necklaces,"ID No.: SDP-PEMSWP001<br>Colour: PARTI<br>Shape: PEAR<br>Weight: 1.01ct<br>Size: 7.00x5.01mm<br>Origin: AUSTRALIA",Pear,Necklaces,1.01,Parti,,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.",
SDP-PEMSWP002,"Sapphire Dreams",8.00x5.00mm,1.03,Necklaces,"ID No.: SDP-PEMSWP002<br>Colour: PARTI<br>Shape: PEAR<br>Weight: 1.03ct<br>Size: 8.00x5.00mm<br>Origin: AUSTRALIA",Pear,Necklaces,1.03,Parti,,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.",
SDP-PEMSWT001,"Sapphire Dreams",7.00x5.00mm,0.92,Necklaces,"ID No.: SDP-PEMSWT001<br>Colour: TEAL<br>Shape: PEAR<br>Weight: 0.92ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Pear,Necklaces,0.92,Teal,,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.",
SDP-PEMSWT002,"Sapphire Dreams",8.00x5.00mm,1.09,Necklaces,"ID No.: SDP-PEMSWT002<br>Colour: TEAL<br>Shape: PEAR<br>Weight: 1.09ct<br>Size: 8.00x5.00mm<br>Origin: AUSTRALIA",Pear,Necklaces,1.09,Teal,,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.",
SDP-PEMSWY001,"Sapphire Dreams",8.00x5.00mm,1.08,Necklaces,"ID No.: SDP-PEMSWY001<br>Colour: YELLOW<br>Shape: PEAR<br>Weight: 1.08ct<br>Size: 8.00x5.00mm<br>Origin: AUSTRALIA",Pear,Necklaces,1.08,Yellow,,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.",
SDP-PEMSYG001,"Sapphire Dreams",7.00x5.00mm,0.90,Necklaces,"ID No.: SDP-PEMSYG001<br>Colour: GREEN<br>Shape: PEAR<br>Weight: 0.90ct<br>Size: 7.00x5.00mm<br>Origin: AUSTRALIA",Pear,Necklaces,0.90,Green,,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.",
